class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,897924,0,4706,3160,0,0,0,7244,730622,5542708,19315972,20085888,7329484,1069554,59268,1054,23454108,1702,0,0,2964114,5157366,37519398,30350436,20007098,8521570,0,0,0,0,9944,3340,0,0,0,0,0,0,663824,14431710,39046260,0,59156,16600,20448,50066,1008910,47380764,3266888,2338962,0,0,21356732,11562750,5560432,4248250,3248218,2374956,1764178,1378188,929332,1718758,60498390,52064,6682,23100,198,23454108,517726,6631282,13359674,373760,358840,446540,347480,386420,353620,313600,358760,346640,897923.92,60498390,60498390,59652172,284349,54226,32414,1149500,54207638,1209600,1275330,522,2978,0,43932431.04,0.0,10220898.24,338,9242,309590,1060576,4398786,7106796,11246684,8746486,6031514,6399838,6355122,2486402,846,1002,60498390,0,13964,1990,894840,1359206,43140588,8129064,590846,11266,30,0,11078,10138,42494170,21282078,11996,38,0,0,44042078,156548,11112,0,0,0,0,0,0,0,0,427742,184756,62770,42790352,6871656,1300564,207844,64540,86884,55028120,172622,0,0,24998470,,20204,10742304,5482938,3233016,1555130,2685856,2215240,4785520,23270572,171218,0,0,0
pos,1545282,,,,,,96954,1593830,5389824,16067740,30377592,32265010,6750054,323594,4750,0,27536442,209844,7462,,11433954,17681784,62500342,65949748,23923982,6653942,,0,0,0,,,0,0,0,0,0,0,1206,23550834,69254478,62830,186896,170058,224900,418000,79584472,12284506,260,134,102,20,11730526,18780668,14981190,8956562,8037928,6489468,4809794,4727512,3549702,10805998,97862470,,,,,27536442,711482,9176126,14726244,269900,321940,386820,345460,373300,375940,264480,276520,403620,1545282.77,,,97915370,687090,,,1005980,92869348,1209600,,,,,76671147.84,0.0,16169106.24,8810,19462,923564,6465900,17010746,25304478,28818686,12848566,1332042,144900,20178,288,,,,,58186,12144,9189250,5443178,12108832,64289098,1739994,28666,0,0,852,1858,9906548,5965494,198,68758,0,0,10806396,,,,,,,,,,,,,,,,,,,,,,,,,28655.52,21982,16521984,7301892,5167630,2960514,7889400,31650522,18553324,2000096,821486,2500,,
pos,683626,,,,0,0,0,0,0,27838,844922,9387940,24201104,6546128,38730,0,154164,0,0,0,0,0,332574,258132,159582,62874,0,0,0,0,0,0,0,0,0,0,0,1190294,19150692,14030212,6675460,0,51380,38000,65620,127590,5800334,34538174,425522,28,8,2,15699936,5376658,3106878,2752958,2947556,3296008,4176658,3344592,338546,6868,492292,966,1406,2436,1216,154164,7134,71064,88016,,,,,,,,,158520,683626.16,492292,492292,42125120,304367,1053122,48220,491060,41046654,1209600,0,,,,38046484.8,0.0,2943066.24,,,0,602,199000,4152288,17972004,16988014,1486766,196720,49886,1378,,0,492292,,41614,7698,2039630,1486830,4191124,30351108,2876926,51728,0,0,,,,,,,,,,26864,750,,,,,,,,,4326,723520,151470,0,0,1347874,194626,48700780,9492670,0,0,0,0,,,,3227162,7691970,5847880,2800064,5256418,4324914,4131970,3165952,4505850,94478,0,0
pos,137280,,32,198,0,0,0,0,198,788402,4875110,1459982,9828,0,0,0,3233420,0,0,0,520248,736102,5842340,5599358,2128368,501412,0,0,0,0,16,12,0,0,0,0,0,0,0,366830,6757458,9232,8800,4148,5618,8276,676026,6430652,0,0,0,0,975750,2288472,1308418,978164,544468,310506,214714,177858,127340,207830,8493042,0,20,0,0,3233420,99438,1380070,743828,263220,272380,272520,296900,340480,360480,301420,1310700,4080,137279.91,8493042,8493042,8464260,37750,0,102882,8040,7133520,1209600,618,0,672,0,6430823.04,0.0,619572.48,,,0,140740,3420496,3125656,309346,99458,29486,8166,172,0,2192,0,8493042,,9526,1658,174916,420734,226964,5658296,623978,17420,28,0,228,384,3842740,2197754,0,1350,0,0,3959520,36,20,0,0,0,0,0,0,0,0,60912,114,32,28302,4332,476,98,0,0,42540,78,0,0,255350,,,682784,868714,333120,131686,229626,271126,359552,4131954,124954,4,0,0
pos,365334,,,,,,0,0,64308,788980,10262782,20531078,10783806,1700166,229748,33032,16924776,134456,2350,,357306,730452,30377550,22559702,14537424,8041092,,0,294578,0,,,12321184,10852718,8377142,4662578,1310598,563038,1054774,3382984,1868884,0,41152,46920,84508,5066298,29324024,9830302,696,0,0,0,24164812,6401128,4161736,3474830,2889916,1942458,1165532,191718,1770,0,45275498,,,,,16924776,706812,6997644,7525940,238500,284300,274640,578580,397480,396200,363400,377880,89860,365334.16,45275498,45275498,45029214,212431,,,461100,44393900,1209600,,,,,38165418.24,0.0,6153940.8,,,0,126546,955608,10551744,18575160,11003012,2758240,391388,31336,866,,,45275498,,34212,10094,4116150,1711838,12009144,24341446,2156902,14114,0,0,,,,,,,,,,,,,,,,,,,,514538,,,,,,,,,,,,,,,,6364638,25480020,6651426,1729510,3380622,717816,58170,7278,4364,56,,
pos,863656,,7278,,0,0,0,0,0,22278,3177600,7234018,3885138,2069430,973280,219530,32944918,289216,10384,0,311262,555258,58066896,45999472,19691932,11845290,2,0,2388912,0,9300,800,0,0,0,0,0,0,0,1461998,16119276,0,4826,2796,8208,19638,2703846,14841956,4,0,0,0,4384292,7237932,1879706,1170296,797192,585614,444080,505596,480842,95724,78071166,290,1922,638,158,32944918,1410742,6744884,12925372,619440,537600,570880,673040,654840,556840,588080,598460,335060,863655.63,78071166,78071166,17944042,110646,456228,26428,611320,17581274,1209600,0,,,,52835863.68,17018172.48,6416065.92,106,764,0,0,272414,3986896,7497288,4904782,868400,44634,6574,286,,512,78071166,,5554,1266,3266116,1592588,10112882,2602392,476,0,0,0,,,,,,,,,,31384,2510,0,0,102460,10273174,0,0,0,0,851174,381812,68110,158568770,18582608,1685490,320142,120601360,13485104,46235008,1367242,0,0,527018390,1783.52,2428,5582736,3171614,2345992,945588,2037816,1766516,1130874,578288,21850,0,0,0
pos,961628,4,,,0,0,0,0,0,202034,2780512,4215754,2694196,941390,166794,1696,41404430,6782,0,,2747618,5138918,70597946,61043574,28775806,11142578,34,0,0,0,13854,2602,0,0,0,0,0,0,0,1870928,9131448,0,35228,16496,21560,62406,655134,8830728,1108552,266496,5776,0,5180988,1589296,1056496,649828,452958,353896,290724,250650,134058,1043482,102117368,1518,1990,10142,0,41404430,1458186,15352240,13299394,310400,324640,313160,310720,310020,247940,273420,297700,126240,961628.12,102117368,102117368,11533078,59178,1046920,,462480,10940406,1209600,0,,,,55793710.08,17412167.04,16587285.12,990,2700,0,3750,652698,1056696,2643466,3190518,2012578,1049844,354982,37844,,0,102117368,0,7586,1050,1245026,2223498,860554,5756862,872698,34812,288,2,,,,,,,,,,38050,782,,,,,,,,,891490,270658,77310,0,0,1403320,230278,32792580,7861682,0,0,0,0,,2408.98,2310,4123772,952662,710870,334762,823288,2444340,1420694,170918,21048,22,0,0
pos,817910,,,,0,0,0,0,0,5022,1537662,21319344,27158360,4221560,60902,70,18329102,7584,0,,11554,37644,42449080,33887074,23867822,6854860,0,0,652,0,0,0,0,0,0,0,0,5907402,29025214,12109692,7260612,0,141608,75960,137820,224464,28416140,25297232,9602,68,22,4,19562274,8963770,3969990,3130238,3074100,5149466,8723708,1729014,360,0,66341760,4056,5868,6464,3468,18329102,765582,15606538,8223162,330540,331220,418260,362180,524280,498340,575960,486600,243980,817909.65,66341760,66341760,65083208,388856,15847842,,865120,54302920,1209600,0,,,,48881458.56,0.0,5326546.56,0,0,0,416,208880,8642874,25785008,16794560,2234968,447892,153604,34718,,0,66341760,,68852,13352,2304030,2701352,11296810,35446024,2432758,39740,2,0,,,,,,,,,,55048,4494,,,,,,,,,519008,815754,174424,0,0,1998966,289128,65605920,56210748,0,0,0,0,,29856.92,37728,5682620,11607966,8318516,3847158,7825212,6621124,5808348,3051230,1539556,1190,0,0
pos,362508,4,6332,5750,0,0,0,69872,663918,5615152,17889372,5945128,1226228,234870,8086,0,13714714,0,0,0,1575940,2092734,25165424,23562374,9075120,2780814,0,0,0,0,11148,2994,0,0,0,0,0,0,30306,18333746,13288574,0,294792,106534,86874,152284,5069038,20519956,3316868,2106278,2,0,15312964,5419436,2622456,1765188,1233112,953984,778944,698574,387112,2480856,35815966,25312,5616,9142,14,13714714,365234,4978594,4093944,351100,328380,345240,299220,312380,367460,299880,300320,213480,362507.07,35815966,35815966,35676550,149414,7380,64090,726860,31608474,1209600,1058186,0,580,0,21975013.44,8666156.16,1004672.64,8184,11578,256120,1050270,5058302,7817238,6185680,3761510,2787254,2704244,1755912,276096,192,230,35815966,0,18966,2144,3114198,6979126,1110648,14724408,5674484,28520,132,0,9732,5400,16323568,3550822,0,537640,0,0,22183462,40382,4844,0,0,23520,9064440,0,0,0,0,193748,262180,48630,0,0,1187466,169010,12841320,1366032,0,0,0,0,24342640,5501.38,5104,9822348,4647304,4992488,1395346,2692542,7097056,719142,160764,124060,1576,0,0
pos,355206,0,1668,,0,0,196,214658,812832,3344722,5247624,1355686,144734,15126,142,0,8656648,1220,0,0,2493646,3518706,19133910,18830646,4710716,2380792,0,0,0,0,16532,3900,0,0,0,0,0,0,0,4014832,6668196,452692,5246,2970,6158,15930,26260,5670144,1548524,3859872,616,0,4464712,1172616,881362,851880,716382,529884,415000,362422,180860,1560602,26338680,5730,4822,3290,0,8656648,269194,1726762,2979390,273420,243360,209140,213900,172520,172460,186120,167880,345600,355206.86,26338680,26338680,11188810,74113,92740,69504,923580,11137188,1209600,0,,,,19440180.48,3772006.08,2769230.4,270,804,276312,714546,1289760,1888558,1690172,912426,886672,1171360,1365374,940540,,0,26338680,0,4948,500,2228024,958834,520842,3621882,3784302,16338,50,0,,,,,,,,,,19278,1062,0,0,228520,3920310,0,0,0,0,187566,198426,37724,0,0,778434,105280,16439120,2066022,0,0,0,0,295206800,1281.78,1236,2935874,1420158,1042080,622290,1470110,1490224,1390606,742744,21634,0,0,0
pos,508906,0,1544,,0,0,0,0,81068,3455922,10849652,10476406,4150530,856814,71412,2022,5590498,0,0,,19729034,26447474,4183424,21377772,8986936,407806,178,0,0,0,4274,1938,0,0,0,542,3720,7922,985694,14744882,14201066,0,46460,18900,22002,75434,478034,25410666,2010098,1882232,0,0,9739076,7859066,4225682,2237026,1446756,971988,761094,610826,345490,1746822,32910212,6206,29172,64190,332,5590498,97012,2988870,5972002,320420,319600,310820,301740,321140,319840,309660,320880,64160,508905.18,32910212,32910212,32622890,159923,1388,,176540,29986512,1209600,719442,,,,25866085.44,0.0,4094029.44,46,5816,20306,284698,2045930,3565802,6929426,6662570,4852238,3400918,1834284,347654,,2616,32910212,0,44058,6088,1551182,2091252,2049414,19507322,4521586,172104,818,2,1260,8530,23440002,8178154,2,5870,0,0,23660104,26830,426,,,,,,,,,387200,86968,31798,33407152,5934082,838820,178162,46240,11050,30794450,17828,0,0,,,13340,4244814,3664016,2673330,1109132,2926868,1772890,2884052,10619130,49594,0,0,0
pos,178152,0,346,218,0,0,0,0,32336,502346,687612,143518,24488,568,0,0,5393366,0,0,0,383574,521438,10528172,9688086,2382282,1018382,0,0,0,0,1540,286,0,0,0,0,0,0,0,416968,973900,0,1308,848,1190,1318,3432,635090,269858,477816,8,0,502504,163886,114732,88980,81194,66850,54946,55260,32900,229616,13295810,1190,1100,4330,8,5393366,134344,840172,1537478,216720,205060,215180,179700,190960,245620,225180,200280,240140,178152.78,13295810,13295810,13173550,10175,618,106450,1179080,12789794,1209600,265016,0,292,0,9498488.64,1206165.12,2074971.84,28,134,196,95534,278790,246114,145796,130096,265482,177908,47984,2968,240,290,13295810,0,1008,116,138302,208064,61158,827698,148718,5800,4,0,292,536,9511850,2344596,0,22,0,0,9619972,31022,10230,379700,1282216,0,0,0,0,0,0,76948,64292,15034,31261390,5354260,305462,44914,35020,7498,11819768,7868,0,0,14267490,297.78,276,367248,123450,94760,48106,112008,171284,326152,135610,12250,0,0,0
pos,266192,0,,,0,0,0,17998,625802,6467840,9819058,10318356,7585172,2621116,258364,1130,16310906,3068,0,,1271850,1854712,29728672,26190500,7554248,4388096,8,0,0,0,25136,7726,0,0,0,0,0,0,0,3914832,33799992,12,51962,46408,67220,104210,185732,19414078,10834944,6962584,47696,2,19893728,7542248,2577648,1565372,1102592,838084,639458,514546,275942,2765218,38555680,2480,6296,7766,1504,16310906,644122,2143116,5403700,219780,202360,245120,272140,209240,194540,217340,296620,415260,266192.48,38555680,38555680,38367200,142098,720690,,1024940,37734494,1209600,0,,,,21106262.4,7829772.48,8769746.88,2066,4246,187574,1533146,4898232,6158334,10593048,8188000,3135390,2042666,741370,237076,,0,38555680,0,20736,3162,966932,14250952,3199062,7986582,10954720,331810,880,0,,,,,,,,,,100590,1252,,,,,,,,,338108,116098,37672,2937690510,16114558,1888080,288516,40415540,8029172,35294872,99274,0,0,,,7176,17024480,9333918,3759542,1367850,2208176,1154678,1304316,1483550,78326,0,0,0
pos,181460,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238048,0,0,0,1517276,2831858,16230962,13692914,6912318,3618134,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24662808,0,0,0,0,9238048,363444,1558338,5339498,387860,393520,424600,438120,403280,409560,349100,292360,126820,181459.46,24662808,24662808,5332,0,0,25668,446720,0,1209600,0,0,0,0,14244931.2,0.0,10022479.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24662808,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos,349286,,,,,,0,26204,735690,6638176,15523300,17283780,6947572,692988,7220,0,14358116,19492,5642,,2053152,3710084,29848232,25214414,16218180,6420720,,0,0,0,,,0,0,0,0,0,0,4016,20766478,27084436,0,36754,15016,30136,53892,14307312,33411806,14,0,0,0,20807312,18752836,4168350,1749370,920118,539872,385230,395870,99016,36956,48122242,,,,,14358116,713954,2264508,13936560,715740,679320,508560,367980,390280,369640,419820,410060,594300,349286.64,48122242,48122242,48144064,106135,,,899400,47854930,1209600,,,,,26775826.56,9346535.04,11697978.24,,,63408,1970644,8050690,12346998,14880588,9662334,806648,62776,10822,22,,,48122242,,25728,5252,5803498,9474958,5680206,21260790,5421068,183332,98,0,11072,27858,16863664,2770052,1720,5730,0,0,17950624,,,,,,,,,,,363194,,,,,,,,,,,,,,,,21638918,10880088,5012822,1532928,3381640,4543016,655000,207038,3480,0,,
pos,306130,,,,,,0,81826,1281716,5287394,8635974,6091420,1492238,143754,4304,0,6945802,1336,0,,2181738,3629904,14237098,13299846,8602092,2719616,,0,191752,2068,,,0,0,0,0,0,0,24616,9178370,13815640,0,93534,62978,77972,156116,17145612,5482414,0,0,0,0,3825264,5843442,2975872,1736778,1564542,1311256,1068104,996228,667198,3029942,25030596,,,,,6945802,279094,3611666,4976324,439980,389040,348460,364820,403220,382040,381220,413340,284400,306130.51,25030596,25030596,,146846,,,755960,,1209600,,,,,18895545.6,0.0,4086325.44,,,102660,1610230,5641878,7445650,5522186,2262772,370530,56248,6128,344,,,25030596,,38258,12682,3243270,1878538,2936222,13787522,1102470,19664,0,0,,,,,,,,,,,,,,,,,,,,194396,,,,,,,,,,,,,,,,4227216,4219466,3907884,1712564,3477068,3540238,1630174,253442,50574,0,,
pos,708014,,,,,,0,788,22824,500768,9638996,29240716,32016802,4162678,212656,16534,27929434,334506,0,,408236,995076,55293912,44223876,20871640,11073532,,0,308114,0,,,9845188,9345184,4829820,4904724,3937354,3377682,6263126,20866974,12442710,0,44758,28590,63988,5873770,49017484,20778860,5178,132,0,2,39833822,12198744,6934468,5227130,4172238,3404218,2777274,1187060,74878,2930,76579828,,,,,27929434,1045374,8489096,12331304,520920,515180,504120,488340,418960,363400,358260,328580,113800,708013.13,76579828,76579828,76629778,368441,,,266280,75812762,1209600,,,,,63180264.0,0.0,12600927.36,11776,,1116,39058,740162,12652946,38245768,21670706,2203584,234910,23638,874,,,76579828,,56370,98846,7028260,4479056,21680526,39457136,2996448,16120,0,0,,,,,,,,,,,,,,,,,,,,650650,,,,,,,,,,,,,,0.98,0,13001734,32951366,16797558,4088890,5680676,2350612,657630,179554,104454,288,,
pos,669782,,1024,316,0,0,0,0,1178,1321776,9877260,11698792,4035806,560872,32380,344,23803392,3124,440,0,1953734,2921536,41431756,38826818,9333800,2972264,2,0,0,0,3486,1236,0,0,0,0,0,0,530786,17967604,9030018,0,55732,47500,65962,115802,5249718,21993676,18,0,0,0,6965420,12658104,3373650,1663660,983598,725396,525346,363364,168338,101532,52736368,16798,15398,30508,4,23803392,749634,4381828,4932848,194680,165060,161600,190360,187840,171600,169320,200780,120500,669782.15,52736368,52736368,29077374,135143,149176,92378,589280,27528408,1209600,1786700,0,1028,0,42708566.4,0.0,6166580.16,134,8616,0,181720,3696744,11214822,8169962,3439358,719412,95982,10370,38,414,632,52736368,,46672,9820,3446318,7718224,14166396,2135606,5372,0,0,0,374,562,23504212,3317890,0,562,0,0,24543802,60508,4806,0,0,0,0,0,0,0,0,345576,272502,57230,148173992,20957910,3127424,400166,1446060,411468,51038178,620076,0,0,16984390,13112.58,16962,3591134,5413428,6797916,2205634,3434840,1751922,988462,3243310,101760,2,0,0
pos,1045490,,,,,,0,996,111432,3778394,18469638,23668228,12927420,3567724,403606,34086,22995382,42818,292,,2219310,3605488,49673592,46524170,13890326,4654510,,0,1928,0,,,0,0,0,48604,272322,1336868,9319816,46093472,5890442,0,71624,42076,114332,248170,38112370,24372944,8,0,0,0,8397552,16331666,16225762,9127404,4333132,2408182,1645692,1509662,1365564,1616908,65796438,,,,,22995382,746494,5105514,8683136,376400,202280,274340,313660,298620,253260,260860,232740,117000,1045489.3,65796438,65796438,65823212,306999,,,312320,62961524,1209600,,,,,53110944.0,0.0,9805970.88,134,9784,4814,463618,6087012,13720510,19973232,15465716,6144528,1021164,77946,2984,,,65796438,,67390,15976,4176320,3036084,6717002,46148580,2731540,68632,0,0,1458,6884,25407676,8856330,1450,115472,0,0,26131128,,,,,,,,,,,413660,,,,,,,,,,,,,,36621.34,27030,10193830,8061054,4441508,1997368,3958548,5570006,10227484,18340700,170916,110,,
pos,954604,,,2648,,,0,6648,549374,7823680,19380030,23545214,6303762,387668,20644,0,21412504,53520,96,,3287840,5537856,42995592,40524774,13545706,5236038,,0,0,0,,,0,0,0,0,0,0,38068,22210336,35761112,7504,324834,180924,288578,623982,36419484,20179216,2,0,0,0,9786750,18593378,11238222,6940226,3893966,2384632,1572386,2071282,1308934,227244,59842136,,,,,21412504,656086,4645078,8875714,305000,262460,240920,256980,257520,255820,251340,305540,115280,954603.39,59842136,59842136,60638362,440616,,,445840,58017020,1209600,,472,242,0,49444089.6,0.0,8561554.56,5580,19814,12676,1640768,9253440,21540038,19358404,5728046,395064,80432,8114,38,284,,59842136,,54884,10576,3927626,3395440,11790116,38569464,268910,4,0,0,2948,13238,42435324,17625844,66,40962,0,0,43540552,,,,,,,,,,,361200,,,,,,,,,,,,,,18778.72,23922,8803492,7450624,4603646,1929338,5005034,7263014,17992690,4809730,159428,24,,
pos,1337680,,,12800,,,0,25680,857310,13027240,34422200,36606154,17805158,6408560,780224,13784,38801664,73844,0,,4616312,8406500,71624880,59671856,37216818,15747714,,0,0,0,,,0,0,0,0,0,0,490514,57400462,52055334,0,154462,99704,166326,304426,6549894,102671256,242,0,0,0,28478794,40322908,20700612,8811410,4011380,2345624,1969574,2810686,476806,18516,113461368,,,,,38801664,1592466,8899974,28287854,581700,506200,503180,423760,445820,538080,679920,687940,524360,1337680.55,113461368,113461368,114034086,619356,,,894120,109946310,1209600,,1458,116,0,70453646.4,24637439.04,9296465.28,2614,10584,78846,3729630,22557120,41725358,30891220,10409412,522444,31218,1052,10,832,,113461368,,35290,8800,9802978,18400212,28708214,52638132,352684,0,0,0,9506,58590,25092088,7125670,10938,44540,0,0,25867426,,,,,,,,,,,1067034,,,,,,,,,,,,,,15132.56,18014,36337144,14810112,8564472,3337870,6215786,16350140,16505028,7717314,108444,0,,
pos,333314,,,,,,2664,4964,10574,41454,16801466,47795110,28246278,2440356,23682,164,30766432,315966,350,,103436,316268,62834464,48200920,32997126,13916026,,0,0,0,,,10520240,45681214,2239166,63512,22800,400126,22750428,9849778,3839448,0,123392,49952,69396,153354,6327990,88483352,159218,50,8,0,69823870,14265588,7547482,2425306,742348,323630,207228,31260,0,0,95956056,,,,,30766432,1437926,12434552,20517096,529600,477220,299380,304040,298140,201900,209040,344060,41520,333314.81,95956056,95956056,100216144,254806,,,154920,95366712,1209600,,,,,65560888.32,3543144.0,26193876.48,0,0,0,1742,469276,23182510,48224934,20895878,2188494,351238,52178,462,,,95956056,,123082,33316,17263602,9060308,18958876,40063294,9683376,180810,48,0,,,,,,,,,,,,,,,,,,,,856840,,,,,,,,,,,,,,42930.32,49806,30251308,58891500,3186944,982016,1155028,604372,172274,70990,50792,1488,,
pos,1032712,,564,564,0,0,,,,,,,,,,,29469914,0,52,,2226,3164,51048734,44946430,8198900,5317326,0,0,2904,0,242,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59253796,2374,54,2822,64,29469914,707610,3838040,4338944,240740,211540,231740,275060,229020,264200,281460,278100,232940,1032712.5,59253796,59253796,5621234,39206,82,,1108840,5467246,1209600,131554,1396,360,0,50815407.36,0.0,6812172.48,0,0,,,,,,,,,,,0,2,59253796,,,,,,,,,,,,524,300,4436166,400878,0,11048,0,0,4475214,3128,36,0,0,0,0,0,0,0,0,413462,51184,14258,0,0,159772,34562,6920,700,5615798,20114,0,0,0,2551.56,1890,,,,,,,,,,,0,0
pos,497182,0,2812,1936,0,0,0,0,29246,3625188,8422182,10107300,6051308,2921244,141218,72,23066128,1448,0,0,2864736,4164904,44818022,40528936,13822692,6588170,0,0,0,0,4618,196,0,0,0,0,0,0,0,1455402,29842356,0,12850,7574,15790,34628,88514,24173486,4544344,2403564,17008,0,16052736,7044586,3302192,1688638,1019676,661708,466896,369332,192946,499048,61505224,84,1472,258,8,23066128,635146,2345982,11449006,335500,322160,295400,326320,358400,390120,422360,343040,271520,497182.65,61505224,61505224,59971380,203479,190,56674,1002720,58973284,1209600,263476,0,128,0,31825421.76,0.0,28399590.72,940,3152,41266,131384,2384998,4836920,10756698,8214372,2347926,1514264,1030920,39010,32,34,61505224,0,9384,1102,7278062,6283824,3067368,13684774,926590,46550,104,0,3748,326,4853092,584940,0,2,0,0,5046130,13600,11598,0,0,0,0,0,0,0,0,346174,9184,1982,0,0,138482,53228,71060,7734,0,0,0,0,27910810,2978.24,2772,14901606,4103280,3985138,1071116,1817716,2312322,1045898,2056360,4322,0,0,0
pos,41598,,0,,0,0,0,0,0,0,447904,1631590,473538,14290,60,0,6716808,0,22,0,102224,239488,12539008,7775912,5890716,4406202,0,0,0,0,0,0,301986,2220048,45340,0,0,0,0,0,4,0,1180,104,200,670,714,2564476,34,0,0,0,2263446,157640,68282,48994,20076,7276,1652,12,0,0,18535764,98,2686,352,0,6716808,244530,1304238,4580386,506460,556080,467580,349880,335720,355680,406320,423540,142360,41597.52,18535764,18535764,2656958,4933,52960,8714,347820,2567398,1209600,0,,,,9227483.52,691034.88,7281506.88,0,458,0,0,58706,387130,1133648,888892,91126,6000,1740,136,,262,18535764,,2320,464,1782,674064,237968,608652,983214,58730,184,0,,,,,,,,,,8314,28,0,0,16770,86948,0,0,0,0,160058,0,0,0,0,0,0,0,0,0,11250,0,0,6839110,833.9,870,1080128,1446570,39970,694,16,0,0,0,0,0,0,0
pos,847490,,,,,,0,0,0,0,424814,13841264,40877386,8449052,136682,686,24759794,151142,0,,1502,2898,45445644,32116380,24132442,11595022,,0,0,0,,,0,0,0,0,1692,12288174,28903144,21001750,1535124,0,48332,17892,33864,77490,19472780,44069122,10386,18,0,0,25596810,10368958,4482154,3511120,3232402,4175324,7044010,5143534,175442,130,69591340,,,,,24759794,1064874,12008848,12000148,583600,607880,569600,529620,530800,473340,505940,510620,229440,847489.89,69591340,69591340,68288400,438399,,,477460,63729884,1209600,,,,,55265746.56,0.0,8415378.24,0,0,0,0,51892,3748386,30550212,26114582,2820116,368500,74090,2106,,,69591340,,57218,14956,1487712,6105176,15595844,38841718,1617772,9486,2,0,,,,,,,,,,,,,,,,,,,,745848,,,,,,,,,,,,,,27377.08,31632,8956344,15424286,9465082,5162744,13494112,8061710,2212630,809238,143098,640,,
pos,597102,4,2728,,0,0,8870,660290,3361360,8171152,12512842,13347120,4538160,1972908,314022,6898,17542068,1206,92,,5170346,6691342,35874210,38479212,4364610,2030522,2,0,0,0,19114,8848,0,0,0,0,0,0,320474,10112438,33779746,680964,25694,15424,24652,57942,175228,27343504,4040388,13210756,34,0,18551358,6322612,4337698,3305586,2545390,1951102,1568436,1350444,608068,4352928,45406686,19182,68170,4212,0,17542068,287606,1462040,2897458,216000,131620,123380,93600,84000,73520,78340,69100,152380,597102.1,45406686,45406686,45347930,267691,730,,638920,44948720,1209600,490136,,,,28702964.16,8865690.24,7357454.4,1008,2824,1076554,3303682,4333134,4057836,7700474,8067326,5743422,4853048,4028678,1729468,,342,45406686,0,13908,1468,2796758,5937016,6513956,14790728,14786836,52630,322,0,4540,39108,26094824,17691086,76,10636,0,0,26200280,12808,562,,,,,,,,,196700,125894,51642,0,0,501822,100822,20520,4122,0,0,0,0,,,3472,16265374,2367458,1830636,880548,2438216,5705860,14365054,810848,229336,292,0,0
